question_id,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,cue_given,cue_type,cue_stage,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_01191,writing,clothing,shoe,clothing/shoe.png,easy,spelling_choice,2024-05-21T17:55:04,2024-05-21T17:55:12.520000,8.52,shoe,shoe,1,0,,0,,0,SESS_USER_028_001,USER_028,1,web,2024-05-21T17:55:13.836504
Q_01192,comprehension,food,potato,food/potato.png,hard,word_to_pic,2024-03-22T02:09:39,2024-03-22T02:09:55.170000,16.17,potato,potato,1,1,phonemic,7,31.71,5,SESS_USER_043_002,USER_043,3,web,2024-03-22T02:09:56.094157
Q_01193,writing,animals,frog,animals/frog.png,easy,word_completion,2024-10-04T07:43:10,2024-10-04T07:43:15.580000,5.58,fish,frog,0,0,,0,,0,SESS_USER_050_001,USER_050,5,mobile,2024-10-04T07:43:16.406916
Q_01194,comprehension,body_parts,hair,body_parts/hair.png,hard,word_to_pic,2024-06-23T00:12:30,2024-06-23T00:12:55.440000,25.44,neck,hair,0,1,modeling,2,24.84,2,SESS_USER_042_003,USER_042,5,mobile,2024-06-23T00:12:56.199878
Q_01195,writing,clothing,shorts,clothing/shorts.png,easy,pic_to_word,2024-04-03T06:17:06,2024-04-03T06:17:10.230000,4.23,shorts,shorts,1,1,rhyming,1,39.68,1,SESS_USER_026_003,USER_026,5,web,2024-04-03T06:17:11.853601
Q_01196,comprehension,food,potato,food/potato.png,hard,category_sorting,2024-11-27T21:15:37,2024-11-27T21:15:56.540000,19.54,potato,potato,1,0,,0,,0,SESS_USER_017_002,USER_017,5,web,2024-11-27T21:15:58.129049
Q_01197,writing,animals,lion,animals/lion.png,easy,fill_in_blank,2024-09-11T23:31:05,2024-09-11T23:31:33.660000,28.66,lion,lion,1,1,modeling,7,35.1,3,SESS_USER_045_002,USER_045,4,mobile,2024-09-11T23:31:35.243840
Q_01198,comprehension,body_parts,toe,body_parts/toe.png,hard,category_sorting,2024-07-15T00:26:33,2024-07-15T00:26:53.900000,20.9,finger,toe,0,0,,0,,0,SESS_USER_032_005,USER_032,3,web,2024-07-15T00:26:54.601415
Q_01199,writing,clothing,skirt,clothing/skirt.png,easy,spelling_choice,2024-07-01T01:57:06,2024-07-01T01:57:15.150000,9.15,skirt,skirt,1,0,,0,,0,SESS_USER_047_002,USER_047,1,web,2024-07-01T01:57:15.634083
Q_01200,comprehension,food,soup,food/soup.png,hard,category_sorting,2024-08-09T01:11:35,2024-08-09T01:12:09.010000,34.01,fish,soup,0,0,,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-08-09T01:12:09.140262
Q_01201,writing,animals,turtle,animals/turtle.png,easy,spelling_choice,2024-02-02T23:27:06,2024-02-02T23:27:14.620000,8.62,turtle,turtle,1,0,,0,,0,SESS_USER_033_004,USER_033,2,web,2024-02-02T23:27:15.895095
Q_01202,comprehension,body_parts,tooth,body_parts/tooth.png,hard,yes_no_question,2024-05-08T02:38:35,2024-05-08T02:38:46.590000,11.59,tooth,tooth,1,0,,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-05-08T02:38:47.702373
Q_01203,writing,clothing,scarf,clothing/scarf.png,easy,pic_to_word,2024-02-03T23:15:00,2024-02-03T23:15:08.610000,8.61,scarf,scarf,1,0,,0,,0,SESS_USER_025_002,USER_025,4,web,2024-02-03T23:15:09.177217
Q_01204,comprehension,food,cheese,food/cheese.png,hard,sentence_matching,2024-04-25T07:45:33,2024-04-25T07:45:53.780000,20.78,cheese,cheese,1,0,,0,,0,SESS_USER_018_002,USER_018,5,mobile,2024-04-25T07:45:54.156216
Q_01205,writing,animals,frog,animals/frog.png,easy,word_completion,2024-10-03T18:24:09,2024-10-03T18:24:17.240000,8.24,frog,frog,1,0,,0,,0,SESS_USER_002_001,USER_002,1,web,2024-10-03T18:24:17.705254
Q_01206,comprehension,body_parts,hair,body_parts/hair.png,hard,yes_no_question,2024-01-06T04:54:35,2024-01-06T04:54:50.370000,15.37,mouth,hair,0,0,,0,,0,SESS_USER_034_001,USER_034,2,web,2024-01-06T04:54:51.996510
Q_01207,writing,clothing,coat,clothing/coat.png,easy,spelling_choice,2024-11-08T05:43:02,2024-11-08T05:43:07.250000,5.25,coat,coat,1,0,,0,,0,SESS_USER_024_003,USER_024,2,web,2024-11-08T05:43:07.961159
Q_01208,comprehension,food,cookie,food/cookie.png,hard,sentence_matching,2024-09-11T23:36:39,2024-09-11T23:36:59.160000,20.16,cookie,cookie,1,1,modeling,5,43.96,5,SESS_USER_045_002,USER_045,4,mobile,2024-09-11T23:36:59.692866
Q_01209,writing,animals,turtle,animals/turtle.png,easy,fill_in_blank,2024-09-11T23:37:00,2024-09-11T23:37:03.450000,3.45,turtle,turtle,1,0,,0,,0,SESS_USER_045_002,USER_045,4,mobile,2024-09-11T23:37:04.424454
Q_01210,comprehension,body_parts,eye,body_parts/eye.png,hard,word_to_pic,2024-02-22T06:58:30,2024-02-22T06:59:12.850000,42.85,stomach,eye,0,0,,0,,0,SESS_USER_038_002,USER_038,4,mobile,2024-02-22T06:59:14.652099
Q_01211,writing,clothing,dress,clothing/dress.png,easy,spelling_choice,2024-01-18T07:26:00,2024-01-18T07:26:03.790000,3.79,sandal,dress,0,0,,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-01-18T07:26:05.245863
Q_01212,comprehension,food,tomato,food/tomato.png,hard,sentence_matching,2024-04-22T05:17:40,2024-04-22T05:17:49.900000,9.9,tomato,tomato,1,0,,0,,0,SESS_USER_049_004,USER_049,1,web,2024-04-22T05:17:50.578856
Q_01213,writing,animals,horse,animals/horse.png,easy,spelling_choice,2024-02-02T23:33:00,2024-02-02T23:33:05.200000,5.2,rabbit,horse,0,0,,0,,0,SESS_USER_033_004,USER_033,2,web,2024-02-02T23:33:06.653016
Q_01214,comprehension,body_parts,tooth,body_parts/tooth.png,hard,word_to_pic,2024-10-04T07:53:32,2024-10-04T07:54:07.930000,35.93,hand,tooth,0,1,phonemic,2,45.29,1,SESS_USER_050_001,USER_050,5,mobile,2024-10-04T07:54:09.617905
Q_01215,writing,clothing,belt,clothing/belt.png,easy,pic_to_word,2024-07-15T00:35:06,2024-07-15T00:35:25.270000,19.27,belt,belt,1,1,spelling,5,43.55,4,SESS_USER_032_005,USER_032,3,web,2024-07-15T00:35:26.693189
Q_01216,comprehension,food,orange,food/orange.png,hard,category_sorting,2024-01-16T02:01:33,2024-01-16T02:02:23.740000,50.74,orange,orange,1,1,spelling,3,32.48,1,SESS_USER_022_001,USER_022,5,mobile,2024-01-16T02:02:24.270616
Q_01217,writing,animals,fish,animals/fish.png,easy,spelling_choice,2024-01-16T02:02:01,2024-01-16T02:02:08.340000,7.34,fish,fish,1,1,sentence_completion,1,59.01,1,SESS_USER_022_001,USER_022,5,mobile,2024-01-16T02:02:08.760175
Q_01218,comprehension,body_parts,finger,body_parts/finger.png,hard,word_to_pic,2024-03-12T00:04:35,2024-03-12T00:04:52.730000,17.73,eye,finger,0,0,,0,,0,SESS_USER_001_004,USER_001,1,web,2024-03-12T00:04:54.462781
Q_01219,writing,clothing,cap,clothing/cap.png,easy,fill_in_blank,2024-12-17T09:02:10,2024-12-17T09:02:14.850000,4.85,cap,cap,1,0,,0,,0,SESS_USER_040_002,USER_040,3,web,2024-12-17T09:02:16.683968
Q_01220,comprehension,food,soup,food/soup.png,hard,sentence_matching,2024-01-22T23:43:38,2024-01-22T23:45:48.400000,130.4,soup,soup,1,1,modeling,7,29.48,5,SESS_USER_037_001,USER_037,1,web,2024-01-22T23:45:50.187644
Q_01221,writing,animals,elephant,animals/elephant.png,easy,spelling_choice,2024-01-10T03:53:07,2024-01-10T03:53:13.870000,6.87,horse,elephant,0,1,phonemic,2,37.46,1,SESS_USER_008_003,USER_008,5,web,2024-01-10T03:53:14.337003
Q_01222,comprehension,body_parts,chest,body_parts/chest.png,hard,yes_no_question,2024-04-01T02:52:40,2024-04-01T02:52:58.060000,18.06,toe,chest,0,0,,0,,0,SESS_USER_030_002,USER_030,4,mobile,2024-04-01T02:52:59.213478
Q_01223,writing,clothing,boot,clothing/boot.png,easy,fill_in_blank,2024-04-18T00:44:00,2024-04-18T00:44:11.700000,11.7,boot,boot,1,0,,0,,0,SESS_USER_010_003,USER_010,5,mobile,2024-04-18T00:44:13.541560
Q_01224,comprehension,food,carrot,food/carrot.png,hard,yes_no_question,2024-01-06T05:03:34,2024-01-06T05:03:53.230000,19.23,salad,carrot,0,0,,0,,0,SESS_USER_034_001,USER_034,2,web,2024-01-06T05:03:53.938601
Q_01225,writing,animals,duck,animals/duck.png,easy,word_completion,2024-07-18T18:12:00,2024-07-18T18:12:07.160000,7.16,duck,duck,1,0,,0,,0,SESS_USER_019_003,USER_019,1,web,2024-07-18T18:12:08.193355
Q_01226,comprehension,body_parts,finger,body_parts/finger.png,hard,yes_no_question,2024-11-09T08:01:40,2024-11-09T08:01:53.880000,13.88,chest,finger,0,0,,0,,0,SESS_USER_031_001,USER_031,3,mobile,2024-11-09T08:01:55.307913
Q_01227,writing,clothing,scarf,clothing/scarf.png,easy,fill_in_blank,2024-11-03T02:46:08,2024-11-03T02:46:16.210000,8.21,scarf,scarf,1,0,,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-03T02:46:16.363130
Q_01228,comprehension,food,cookie,food/cookie.png,hard,word_to_pic,2024-11-03T02:46:36,2024-11-03T02:46:49.730000,13.73,cake,cookie,0,0,,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-03T02:46:51.233226
Q_01229,writing,animals,cat,animals/cat.png,easy,fill_in_blank,2024-02-02T23:41:07,2024-02-02T23:41:31.960000,24.96,cat,cat,1,1,rhyming,2,44.18,1,SESS_USER_033_004,USER_033,2,web,2024-02-02T23:41:32.452800
Q_01230,comprehension,body_parts,leg,body_parts/leg.png,hard,category_sorting,2024-07-14T22:11:36,2024-07-14T22:13:40.320000,124.32,elbow,leg,0,1,rhyming,6,49.75,3,SESS_USER_001_005,USER_001,1,web,2024-07-14T22:13:41.990487
Q_01231,writing,clothing,blouse,clothing/blouse.png,easy,fill_in_blank,2024-06-05T01:22:06,2024-06-05T01:22:11.730000,5.73,blouse,blouse,1,0,,0,,0,SESS_USER_003_001,USER_003,3,mobile,2024-06-05T01:22:13.122752
Q_01232,comprehension,food,banana,food/banana.png,hard,yes_no_question,2024-08-06T05:31:36,2024-08-06T05:31:42.590000,6.59,banana,banana,1,0,,0,,0,SESS_USER_041_001,USER_041,3,web,2024-08-06T05:31:43.406550
Q_01233,writing,animals,frog,animals/frog.png,easy,spelling_choice,2024-11-03T02:49:06,2024-11-03T02:49:13.590000,7.59,frog,frog,1,0,,0,,0,SESS_USER_013_002,USER_013,1,web,2024-11-03T02:49:13.769419
Q_01234,comprehension,body_parts,nose,body_parts/nose.png,hard,word_to_pic,2024-11-27T18:25:37,2024-11-27T18:26:47.520000,70.52,nose,nose,1,0,,0,,0,SESS_USER_009_002,USER_009,1,mobile,2024-11-27T18:26:47.746351
Q_01235,writing,clothing,glove,clothing/glove.png,easy,word_completion,2024-10-27T00:26:01,2024-10-27T00:26:11.500000,10.5,glove,glove,1,1,written_initial,3,52.05,2,SESS_USER_011_004,USER_011,4,mobile,2024-10-27T00:26:12.350322
Q_01236,comprehension,food,salad,food/salad.png,hard,sentence_matching,2024-05-08T02:55:36,2024-05-08T02:56:48.190000,72.19,salad,salad,1,1,functional,4,31.34,1,SESS_USER_006_001,USER_006,2,mobile,2024-05-08T02:56:48.640509
Q_01237,writing,animals,zebra,animals/zebra.png,easy,spelling_choice,2024-01-18T07:39:09,2024-01-18T07:39:30.890000,21.89,zebra,zebra,1,0,,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-01-18T07:39:32.451340
Q_01238,comprehension,body_parts,ear,body_parts/ear.png,hard,sentence_matching,2024-02-02T23:45:30,2024-02-02T23:45:40.760000,10.76,ear,ear,1,0,,0,,0,SESS_USER_033_004,USER_033,2,web,2024-02-02T23:45:42.662320
Q_01239,writing,clothing,tie,clothing/tie.png,easy,word_completion,2024-11-27T21:37:08,2024-11-27T21:37:23.480000,15.48,sock,tie,0,1,phonemic,1,26.52,1,SESS_USER_017_002,USER_017,5,web,2024-11-27T21:37:23.700934
Q_01240,comprehension,food,soup,food/soup.png,hard,word_to_pic,2024-01-16T02:13:33,2024-01-16T02:14:12.850000,39.85,soup,soup,1,0,,0,,0,SESS_USER_022_001,USER_022,5,mobile,2024-01-16T02:14:14.093154
Q_01241,writing,animals,tiger,animals/tiger.png,easy,pic_to_word,2024-10-27T00:29:02,2024-10-27T00:29:17.930000,15.93,tiger,tiger,1,1,functional,4,33.49,1,SESS_USER_011_004,USER_011,4,web,2024-10-27T00:29:19.405751
Q_01242,comprehension,body_parts,leg,body_parts/leg.png,hard,sentence_matching,2024-06-05T01:27:31,2024-06-05T01:27:57.550000,26.55,foot,leg,0,1,functional,5,8.21,4,SESS_USER_003_001,USER_003,3,mobile,2024-06-05T01:27:59.278306
Q_01243,writing,clothing,skirt,clothing/skirt.png,easy,spelling_choice,2024-09-01T08:57:03,2024-09-01T08:57:08.640000,5.64,skirt,skirt,1,0,,0,,0,SESS_USER_005_002,USER_005,2,mobile,2024-09-01T08:57:10.037474
Q_01244,comprehension,food,soup,food/soup.png,hard,yes_no_question,2024-08-09T01:33:38,2024-08-09T01:33:46.160000,8.16,soup,soup,1,0,,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-08-09T01:33:47.930944
Q_01245,writing,animals,cow,animals/cow.png,easy,word_completion,2024-07-18T18:22:05,2024-07-18T18:22:10.420000,5.42,chicken,cow,0,0,,0,,0,SESS_USER_019_003,USER_019,1,web,2024-07-18T18:22:11.926011
Q_01246,comprehension,body_parts,chest,body_parts/chest.png,hard,sentence_matching,2024-07-30T06:18:40,2024-07-30T06:18:47.200000,7.2,chest,chest,1,0,,0,,0,SESS_USER_010_004,USER_010,5,web,2024-07-30T06:18:47.970589
Q_01247,writing,clothing,sweater,clothing/sweater.png,easy,word_completion,2024-11-21T08:06:05,2024-11-21T08:06:13.170000,8.17,sweater,sweater,1,0,,0,,0,SESS_USER_027_002,USER_027,3,mobile,2024-11-21T08:06:13.889421
Q_01248,comprehension,food,cheese,food/cheese.png,hard,sentence_matching,2024-07-01T02:21:40,2024-07-01T02:21:49.450000,9.45,tomato,cheese,0,0,,0,,0,SESS_USER_047_002,USER_047,1,web,2024-07-01T02:21:51.039839
Q_01249,writing,animals,pig,animals/pig.png,easy,word_completion,2024-11-08T06:04:09,2024-11-08T06:04:35.460000,26.46,pig,pig,1,1,functional,5,40.87,3,SESS_USER_024_003,USER_024,2,web,2024-11-08T06:04:36.343024
Q_01250,comprehension,body_parts,eye,body_parts/eye.png,hard,yes_no_question,2024-01-16T02:18:37,2024-01-16T02:18:42.900000,5.9,eye,eye,1,0,,0,,0,SESS_USER_022_001,USER_022,5,mobile,2024-01-16T02:18:43.045287
Q_01251,writing,clothing,glove,clothing/glove.png,easy,fill_in_blank,2024-01-22T23:59:03,2024-01-22T23:59:12.760000,9.76,glove,glove,1,0,,0,,0,SESS_USER_037_001,USER_037,1,web,2024-01-22T23:59:13.146298
Q_01252,comprehension,food,rice,food/rice.png,hard,yes_no_question,2024-10-17T19:30:31,2024-10-17T19:31:20.470000,49.47,rice,rice,1,1,modeling,5,34.18,1,SESS_USER_016_001,USER_016,2,web,2024-10-17T19:31:20.732925
Q_01253,writing,animals,bird,animals/bird.png,easy,spelling_choice,2024-07-26T05:47:02,2024-07-26T05:47:04.420000,2.42,bird,bird,1,0,,0,,0,SESS_USER_004_001,USER_004,2,mobile,2024-07-26T05:47:06.340118
Q_01254,comprehension,body_parts,toe,body_parts/toe.png,hard,yes_no_question,2024-09-01T09:02:32,2024-09-01T09:02:58.280000,26.28,head,toe,0,1,phonemic,2,20.94,1,SESS_USER_005_002,USER_005,2,mobile,2024-09-01T09:03:00.091552
Q_01255,writing,clothing,blouse,clothing/blouse.png,easy,word_completion,2024-01-10T04:10:03,2024-01-10T04:10:57.310000,54.31,blouse,blouse,1,1,sentence_completion,6,30.83,3,SESS_USER_008_003,USER_008,5,mobile,2024-01-10T04:10:59.264637
Q_01256,comprehension,food,egg,food/egg.png,hard,word_to_pic,2024-07-30T06:23:39,2024-07-30T06:23:52.070000,13.07,tomato,egg,0,1,spelling,4,25.87,2,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:23:53.477431
Q_01257,writing,animals,frog,animals/frog.png,easy,spelling_choice,2024-08-14T01:44:05,2024-08-14T01:44:26.820000,21.82,horse,frog,0,0,,0,,0,SESS_USER_029_003,USER_029,2,mobile,2024-08-14T01:44:27.050891
Q_01258,comprehension,body_parts,head,body_parts/head.png,hard,word_to_pic,2024-10-22T03:29:40,2024-10-22T03:29:59.290000,19.29,knee,head,0,0,,0,,0,SESS_USER_044_001,USER_044,1,mobile,2024-10-22T03:29:59.764550
Q_01259,writing,clothing,boot,clothing/boot.png,easy,pic_to_word,2024-05-08T03:07:02,2024-05-08T03:07:07.240000,5.24,boot,boot,1,0,,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-05-08T03:07:08.033910
Q_01260,comprehension,food,cake,food/cake.png,hard,word_to_pic,2024-02-02T23:56:36,2024-02-02T23:56:53.410000,17.41,cake,cake,1,1,rhyming,1,40.72,1,SESS_USER_033_004,USER_033,2,web,2024-02-02T23:56:54.151284
Q_01261,writing,animals,bird,animals/bird.png,easy,spelling_choice,2024-04-22T05:42:09,2024-04-22T05:42:20.180000,11.18,bird,bird,1,0,,0,,0,SESS_USER_049_004,USER_049,1,web,2024-04-22T05:42:20.300288
Q_01262,comprehension,body_parts,back,body_parts/back.png,hard,yes_no_question,2024-06-16T07:06:38,2024-06-16T07:07:12.540000,34.54,back,back,1,1,phonemic,6,19.87,4,SESS_USER_020_001,USER_020,5,mobile,2024-06-16T07:07:14.261891
Q_01263,writing,clothing,hat,clothing/hat.png,easy,spelling_choice,2024-11-21T08:14:07,2024-11-21T08:14:18.050000,11.05,hat,hat,1,0,,0,,0,SESS_USER_027_002,USER_027,3,mobile,2024-11-21T08:14:18.685118
Q_01264,comprehension,food,milk,food/milk.png,hard,category_sorting,2024-08-14T01:47:30,2024-08-14T01:47:38.630000,8.63,rice,milk,0,0,,0,,0,SESS_USER_029_003,USER_029,2,mobile,2024-08-14T01:47:40.270435
Q_01265,writing,animals,horse,animals/horse.png,easy,fill_in_blank,2024-12-21T07:11:00,2024-12-21T07:11:08.860000,8.86,bear,horse,0,0,,0,,0,SESS_USER_012_001,USER_012,1,mobile,2024-12-21T07:11:10.333904
Q_01266,comprehension,body_parts,neck,body_parts/neck.png,hard,category_sorting,2024-07-30T06:28:31,2024-07-30T06:28:37.420000,6.42,neck,neck,1,0,,0,,0,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:28:37.626716
Q_01267,writing,clothing,sock,clothing/sock.png,easy,pic_to_word,2024-08-12T22:07:06,2024-08-12T22:07:13.480000,7.48,sock,sock,1,0,,0,,0,SESS_USER_048_003,USER_048,4,web,2024-08-12T22:07:15.084026
Q_01268,comprehension,food,tomato,food/tomato.png,hard,category_sorting,2024-07-26T05:54:33,2024-07-26T05:54:41.720000,8.72,tomato,tomato,1,0,,0,,0,SESS_USER_004_001,USER_004,2,mobile,2024-07-26T05:54:43.165651
Q_01269,writing,animals,elephant,animals/elephant.png,easy,pic_to_word,2024-12-12T02:47:01,2024-12-12T02:47:06.150000,5.15,elephant,elephant,1,0,,0,,0,SESS_USER_046_002,USER_046,5,web,2024-12-12T02:47:06.584117
Q_01270,comprehension,body_parts,hair,body_parts/hair.png,hard,sentence_matching,2024-07-30T06:30:31,2024-07-30T06:31:02.490000,31.49,toe,hair,0,0,,0,,0,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:31:02.947577
Q_01271,writing,clothing,vest,clothing/vest.png,easy,spelling_choice,2024-04-24T19:17:04,2024-04-24T19:17:19.400000,15.4,vest,vest,1,0,,0,,0,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T19:17:19.914691
Q_01272,comprehension,food,cake,food/cake.png,hard,word_to_pic,2024-08-09T01:47:34,2024-08-09T01:47:55.620000,21.62,meat,cake,0,0,,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-08-09T01:47:56.254753
Q_01273,writing,animals,cat,animals/cat.png,easy,word_completion,2024-09-01T09:12:05,2024-09-01T09:12:18.500000,13.5,cat,cat,1,1,modeling,6,29.53,6,SESS_USER_005_002,USER_005,2,web,2024-09-01T09:12:19.717463
Q_01274,comprehension,body_parts,arm,body_parts/arm.png,hard,category_sorting,2024-09-12T00:09:35,2024-09-12T00:09:47.410000,12.41,arm,arm,1,0,,0,,0,SESS_USER_045_002,USER_045,4,mobile,2024-09-12T00:09:48.920166
Q_01275,writing,clothing,boot,clothing/boot.png,easy,spelling_choice,2024-07-15T01:05:03,2024-07-15T01:05:19.570000,16.57,boot,boot,1,0,,0,,0,SESS_USER_032_005,USER_032,3,web,2024-07-15T01:05:20.785735
Q_01276,comprehension,food,soup,food/soup.png,hard,category_sorting,2024-08-09T01:49:36,2024-08-09T01:49:52.330000,16.33,salad,soup,0,0,,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-08-09T01:49:53.310885
Q_01277,writing,animals,rabbit,animals/rabbit.png,easy,word_completion,2024-07-30T06:34:05,2024-07-30T06:34:37.170000,32.17,horse,rabbit,0,0,,0,,0,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:34:37.994769
Q_01278,comprehension,body_parts,eye,body_parts/eye.png,hard,sentence_matching,2024-07-14T22:35:31,2024-07-14T22:35:49.990000,18.99,eye,eye,1,0,,0,,0,SESS_USER_001_005,USER_001,1,web,2024-07-14T22:35:50.121140
Q_01279,writing,clothing,shirt,clothing/shirt.png,easy,word_completion,2024-04-25T08:23:08,2024-04-25T08:23:16.980000,8.98,shirt,shirt,1,0,,0,,0,SESS_USER_018_002,USER_018,5,mobile,2024-04-25T08:23:17.607572
Q_01280,comprehension,food,chicken,food/chicken.png,hard,yes_no_question,2024-01-02T23:33:40,2024-01-02T23:33:52.460000,12.46,chicken,chicken,1,0,,0,,0,SESS_USER_039_001,USER_039,1,mobile,2024-01-02T23:33:52.673545
Q_01281,writing,animals,zebra,animals/zebra.png,easy,spelling_choice,2024-04-09T23:45:04,2024-04-09T23:45:25.670000,21.67,zebra,zebra,1,1,sentence_completion,4,49.2,4,SESS_USER_021_003,USER_021,2,mobile,2024-04-09T23:45:26.969866
Q_01282,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,word_to_pic,2024-06-16T07:16:35,2024-06-16T07:16:48.690000,13.69,head,shoulder,0,0,,0,,0,SESS_USER_020_001,USER_020,5,mobile,2024-06-16T07:16:50.167038
Q_01283,writing,clothing,sweater,clothing/sweater.png,easy,spelling_choice,2024-11-09T08:30:05,2024-11-09T08:30:17.240000,12.24,sweater,sweater,1,0,,0,,0,SESS_USER_031_001,USER_031,3,web,2024-11-09T08:30:18.647735
Q_01284,comprehension,food,salad,food/salad.png,hard,category_sorting,2024-08-06T05:57:35,2024-08-06T05:58:01.630000,26.63,rice,salad,0,0,,0,,0,SESS_USER_041_001,USER_041,3,mobile,2024-08-06T05:58:03.056826
Q_01285,writing,animals,sheep,animals/sheep.png,easy,fill_in_blank,2024-12-12T02:55:00,2024-12-12T02:55:04.990000,4.99,sheep,sheep,1,0,,0,,0,SESS_USER_046_002,USER_046,5,web,2024-12-12T02:55:05.685574
Q_01286,comprehension,body_parts,toe,body_parts/toe.png,hard,word_to_pic,2024-04-22T05:54:36,2024-04-22T05:54:49.500000,13.5,toe,toe,1,1,spelling,5,54.52,3,SESS_USER_049_004,USER_049,1,web,2024-04-22T05:54:51.077123
Q_01287,writing,clothing,tie,clothing/tie.png,easy,pic_to_word,2024-04-25T08:27:00,2024-04-25T08:27:02.660000,2.66,tie,tie,1,0,,0,,0,SESS_USER_018_002,USER_018,5,mobile,2024-04-25T08:27:03.381707
Q_01288,comprehension,food,banana,food/banana.png,hard,category_sorting,2024-11-09T08:32:40,2024-11-09T08:33:20.690000,40.69,egg,banana,0,1,written_initial,5,53.58,2,SESS_USER_031_001,USER_031,3,mobile,2024-11-09T08:33:21.147571
Q_01289,writing,animals,pig,animals/pig.png,easy,spelling_choice,2024-07-26T06:05:03,2024-07-26T06:05:13.320000,10.32,pig,pig,1,1,spelling,4,43.54,1,SESS_USER_004_001,USER_004,2,mobile,2024-07-26T06:05:13.693713
Q_01290,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,word_to_pic,2024-06-23T01:00:39,2024-06-23T01:00:44.770000,5.77,toe,shoulder,0,1,modeling,2,29.57,2,SESS_USER_042_003,USER_042,5,mobile,2024-06-23T01:00:45.713865
Q_01291,writing,clothing,jacket,clothing/jacket.png,easy,word_completion,2024-04-25T08:29:05,2024-04-25T08:29:22.680000,17.68,jacket,jacket,1,1,sentence_completion,2,22.75,1,SESS_USER_018_002,USER_018,5,mobile,2024-04-25T08:29:23.829893
Q_01292,comprehension,food,tomato,food/tomato.png,hard,word_to_pic,2024-04-09T23:50:36,2024-04-09T23:51:42.940000,66.94,bread,tomato,0,0,,0,,0,SESS_USER_021_003,USER_021,2,mobile,2024-04-09T23:51:43.378197
Q_01293,writing,animals,monkey,animals/monkey.png,easy,pic_to_word,2024-04-09T23:51:02,2024-04-09T23:51:09.970000,7.97,monkey,monkey,1,0,,0,,0,SESS_USER_021_003,USER_021,2,mobile,2024-04-09T23:51:11.013686
Q_01294,comprehension,body_parts,eye,body_parts/eye.png,hard,sentence_matching,2024-07-30T06:42:31,2024-07-30T06:43:10.690000,39.69,eye,eye,1,1,written_initial,3,23.6,2,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:43:11.725666
Q_01295,writing,clothing,skirt,clothing/skirt.png,easy,fill_in_blank,2024-01-06T05:39:03,2024-01-06T05:39:11.400000,8.4,skirt,skirt,1,0,,0,,0,SESS_USER_034_001,USER_034,2,web,2024-01-06T05:39:12.352146
Q_01296,comprehension,food,bread,food/bread.png,hard,word_to_pic,2024-11-27T22:05:33,2024-11-27T22:06:04.100000,31.1,bread,bread,1,1,modeling,6,17.4,1,SESS_USER_017_002,USER_017,5,mobile,2024-11-27T22:06:06.004935
Q_01297,writing,animals,rabbit,animals/rabbit.png,easy,word_completion,2024-02-03T00:15:06,2024-02-03T00:15:35.510000,29.51,rabbit,rabbit,1,1,modeling,3,32.07,3,SESS_USER_033_004,USER_033,2,web,2024-02-03T00:15:36.655059
Q_01298,comprehension,body_parts,hand,body_parts/hand.png,hard,category_sorting,2024-04-28T04:19:35,2024-04-28T04:19:47.600000,12.6,ear,hand,0,0,,0,,0,SESS_USER_038_003,USER_038,4,mobile,2024-04-28T04:19:48.667382
Q_01299,writing,clothing,blouse,clothing/blouse.png,easy,spelling_choice,2024-07-30T06:45:04,2024-07-30T06:45:31,27.0,blouse,blouse,1,1,written_initial,5,26.36,2,SESS_USER_010_004,USER_010,5,mobile,2024-07-30T06:45:31.735523
Q_01300,comprehension,food,orange,food/orange.png,hard,yes_no_question,2024-11-27T22:07:31,2024-11-27T22:08:11.030000,40.03,orange,orange,1,1,sentence_completion,6,41.95,4,SESS_USER_017_002,USER_017,5,web,2024-11-27T22:08:11.209154
Q_01301,writing,animals,pig,animals/pig.png,easy,fill_in_blank,2024-08-12T22:24:04,2024-08-12T22:24:09.360000,5.36,pig,pig,1,0,,0,,0,SESS_USER_048_003,USER_048,4,web,2024-08-12T22:24:11.042566
