exercise_id,module,title,description,category,difficulty,question_id,question_type,stimulus_type,stimulus_value,option_1,option_2,option_3,option_4,correct_answer,cue_functional,cue_rhyming,cue_written_initial,cue_spelling,cue_sentence_completion,cue_phonemic,cue_modeling
EX_C_FOOD_E,comprehension,Kefahaman - Makanan Mudah,Padankan perkataan dengan gambar,makanan,easy,Q_C_FOOD_E_001,word_to_pic,audio,Makanan ruji orang Malaysia.,images/nasi.png,images/roti.png,images/susu.png,images/air.png,images/nasi.png,Gambarnya menunjukkan bijian putih di dalam pinggan.,Perkataan ini bunyinya hampir seperti 'basi',n _ _ _,n-a-s-i,Kita makan _____ dengan lauk di rumah atau kedai makan.,Perkataan ini bermula dengan bunyi 'na...'.,Sebut: nasi.
EX_C_FOOD_E,comprehension,Kefahaman - Makanan Mudah,Padankan perkataan dengan gambar,makanan,easy,Q_C_FOOD_E_002,word_to_pic,audio,Makanan yang biasa dimakan semasa sarapan.,images/roti.png,images/nasi.png,images/mee.png,images/kuih.png,images/roti.png,Gambarnya menunjukkan kepingan berwarna perang keemasan.,Perkataan ini bunyinya hampir seperti 'loti',r _ _ _,r-o-t-i,"Di kedai bakeri, banyak jenis _____ dijual.",Perkataan ini bermula dengan bunyi 'ro...'.,Sebut: roti.
EX_C_FOOD_E,comprehension,Kefahaman - Makanan Mudah,Padankan perkataan dengan gambar,makanan,easy,Q_C_FOOD_E_003,word_to_pic,audio,Minuman putih yang baik untuk tulang.,images/susu.png,images/air.png,images/teh_tarik.png,images/jus.png,images/susu.png,Gambarnya menunjukkan cecair putih dalam gelas.,Perkataan ini bunyinya hampir seperti 'lusu',s _ _ _,s-u-s-u,Kanak-kanak digalakkan minum _____ setiap hari.,Perkataan ini bermula dengan bunyi 'su...'.,Sebut: susu.
EX_C_FOOD_E,comprehension,Kefahaman - Makanan Mudah,Padankan perkataan dengan gambar,makanan,easy,Q_C_FOOD_E_004,word_to_pic,audio,Minuman paling asas untuk hilangkan dahaga.,images/air.png,images/susu.png,images/jus.png,images/teh_tarik.png,images/air.png,Gambarnya menunjukkan minuman jernih dalam gelas.,Perkataan ini bunyinya hampir seperti 'pair',a _ _,a-i-r,"Selepas bersukan, orang akan minum banyak _____.",Perkataan ini bermula dengan bunyi 'a...'.,Sebut: air.
EX_C_KK_E,comprehension,Kefahaman - Kata Kerja Mudah,Padankan perkataan dengan gambar,kata_kerja,easy,Q_C_KK_E_001,word_to_pic,audio,Perbuatan memasukkan makanan ke dalam mulut.,images/makan.png,images/minum.png,images/tidur.png,images/duduk.png,images/makan.png,Gambarnya menunjukkan seseorang memegang sudu atau garfu ke mulut.,Perkataan ini bunyinya hampir seperti 'hujan',m _ _ _ _,m-a-k-a-n,"Pada waktu tengah hari, semua orang _____ di kantin.",Perkataan ini bermula dengan bunyi 'ma...'.,Sebut: makan.
EX_C_KK_E,comprehension,Kefahaman - Kata Kerja Mudah,Padankan perkataan dengan gambar,kata_kerja,easy,Q_C_KK_E_002,word_to_pic,audio,Perbuatan memasukkan minuman ke dalam mulut.,images/minum.png,images/makan.png,images/tidur.png,images/berdiri.png,images/minum.png,Gambarnya menunjukkan seseorang memegang gelas di bibir.,Perkataan ini bunyinya hampir seperti 'pinjam',m _ _ _ _,m-i-n-u-m,"Selepas bersukan, mereka _____ air sejuk.",Perkataan ini bermula dengan bunyi 'mi...'.,Sebut: minum.
EX_C_KK_E,comprehension,Kefahaman - Kata Kerja Mudah,Padankan perkataan dengan gambar,kata_kerja,easy,Q_C_KK_E_003,word_to_pic,audio,Perbuatan merehatkan badan dan pejam mata.,images/tidur.png,images/duduk.png,images/berdiri.png,images/berjalan.png,images/tidur.png,Gambarnya menunjukkan orang baring di atas katil dengan mata tertutup.,Perkataan ini bunyinya hampir seperti 'lidur',t _ _ _ _,t-i-d-u-r,"Pada waktu malam, semua pelajar _____ di asrama.",Perkataan ini bermula dengan bunyi 'ti...'.,Sebut: tidur.
EX_C_KK_E,comprehension,Kefahaman - Kata Kerja Mudah,Padankan perkataan dengan gambar,kata_kerja,easy,Q_C_KK_E_004,word_to_pic,audio,Perbuatan melabuhkan badan di kerusi atau lantai.,images/duduk.png,images/berdiri.png,images/berjalan.png,images/berlari.png,images/duduk.png,Gambarnya menunjukkan seseorang di atas kerusi dengan lutut dibengkokkan.,Perkataan ini bunyinya hampir seperti 'luduk',d _ _ _ _,d-u-d-u-k,"Di dalam kelas, pelajar diminta _____ diam.",Perkataan ini bermula dengan bunyi 'du...'.,Sebut: duduk.
EX_C_KK_E,comprehension,Kefahaman - Kata Kerja Mudah,Padankan perkataan dengan gambar,kata_kerja,easy,Q_C_KK_E_005,word_to_pic,audio,Perbuatan tegak di atas kaki.,images/berdiri.png,images/duduk.png,images/tidur.png,images/makan.png,images/berdiri.png,Gambarnya menunjukkan seseorang tegak lurus tanpa kerusi.,Perkataan ini bunyinya hampir seperti 'sendiri',b _ _ _ _ _ _,b-e-r-d-i-r-i,"Apabila lagu negara dimainkan, semua orang _____.",Perkataan ini bermula dengan bunyi 'ber...'.,Sebut: berdiri.
EX_C_BODY_E,comprehension,Kefahaman - Badan Mudah,Padankan perkataan dengan gambar,anggota_badan,easy,Q_C_BODY_E_001,word_to_pic,audio,Anggota badan yang digunakan untuk memegang atau menulis.,images/tangan.png,images/kaki.png,images/mata.png,images/hidung.png,images/tangan.png,Gambarnya menunjukkan tangan dengan jari terbuka.,Perkataan ini bunyinya hampir seperti 'jangan',t _ _ _ _,t-a-n-g-a-n,Kita menggunakan _____ untuk menulis di buku.,Perkataan ini bermula dengan bunyi 'ta...'.,Sebut: tangan.
EX_C_BODY_E,comprehension,Kefahaman - Badan Mudah,Padankan perkataan dengan gambar,anggota_badan,easy,Q_C_BODY_E_002,word_to_pic,audio,Anggota badan yang digunakan untuk berjalan atau berlari.,images/kaki.png,images/tangan.png,images/mata.png,images/hidung.png,images/kaki.png,Gambarnya menunjukkan kaki seseorang yang berdiri.,Perkataan ini bunyinya hampir seperti 'baki',k _ _ _,k-a-k-i,"Setiap pagi, dia bersenam dengan menggunakan _____.",Perkataan ini bermula dengan bunyi 'ka...'.,Sebut: kaki.
EX_C_BODY_E,comprehension,Kefahaman - Badan Mudah,Padankan perkataan dengan gambar,anggota_badan,easy,Q_C_BODY_E_003,word_to_pic,audio,Anggota badan untuk melihat.,images/mata.png,images/telinga.png,images/hidung.png,images/mulut.png,images/mata.png,Gambarnya menunjukkan sepasang mata terbuka.,Perkataan ini bunyinya hampir seperti 'kata',m _ _ _,m-a-t-a,Dia menutup _____ ketika tidur.,Perkataan ini bermula dengan bunyi 'ma...'.,Sebut:  mata.
EX_C_BODY_E,comprehension,Kefahaman - Badan Mudah,Padankan perkataan dengan gambar,anggota_badan,easy,Q_C_BODY_E_004,word_to_pic,audio,Anggota badan untuk menghidup bau dan bernafas.,images/hidung.png,images/mulut.png,images/mata.png,images/telinga.png,images/hidung.png,Gambarnya menunjukkan hidung seseorang.,Perkataan ini bunyinya hampir seperti 'kidung',h _ _ _ _,h-i-d-u-n-g,Dia memakai topeng untuk menutup _____ daripada asap.,Perkataan ini bermula dengan bunyi 'hi..'.,Sebut: hidung.
EX_C_BODY_E,comprehension,Kefahaman - Badan Mudah,Padankan perkataan dengan gambar,anggota_badan,easy,Q_C_BODY_E_005,word_to_pic,audio,Anggota badan untuk makan dan bercakap.,images/mulut.png,images/mata.png,images/hidung.png,images/telinga.png,images/mulut.png,Gambarnya menunjukkan mulut seseorang yang tersenyum.,Perkataan ini bunyinya hampir seperti 'lut',m _ _ _ _,m-u-l-u-t,Dia menutup _____ ketika tidur siang.,Perkataan ini bermula dengan bunyi 'mu...'.,Sebut: mulut.
EX_C_BODY_M,comprehension,Kefahaman - Badan Sederhana,Padankan perkataan dengan gambar,anggota_badan,medium,Q_C_BODY_M_001,word_to_pic,audio,Anggota badan untuk mendengar bunyi.,images/telinga.png,images/mata.png,images/hidung.png,images/mulut.png,images/telinga.png,Gambarnya menunjukkan telinga seseorang dari sisi.,Perkataan ini bunyinya hampir seperti 'telinga',t _ _ _ _ _ _,t-e-l-i-n-g-a,Dia menutup _____ apabila bising.,Perkataan ini bermula dengan bunyi 'te...'.,Sebut: telinga.
EX_C_BODY_M,comprehension,Kefahaman - Badan Sederhana,Padankan perkataan dengan gambar,anggota_badan,medium,Q_C_BODY_M_002,word_to_pic,audio,Bahagian badan yang menghubungkan kepala dan badan.,images/leher.png,images/bahu.png,images/tangan.png,images/muka.png,images/leher.png,Gambarnya menunjukkan leher seseorang dari sisi.,Perkataan ini bunyinya hampir seperti 'leher',l _ _ _ _,l-e-h-e-r,Dia memakai rantai di _____.,Perkataan ini bermula dengan bunyi 'le...'.,Sebut: leher.
EX_C_BODY_M,comprehension,Kefahaman - Badan Sederhana,Padankan perkataan dengan gambar,anggota_badan,medium,Q_C_BODY_M_003,word_to_pic,audio,Bahagian atas badan tempat lengan bersambung.,images/bahu.png,images/leher.png,images/tangan.png,images/kaki.png,images/bahu.png,Gambarnya menunjukkan bahu seseorang dari sisi.,Perkataan ini bunyinya hampir seperti 'mahu',b _ _ _,b-a-h-u,Dia memanggul beg di _____nya.,Perkataan ini bermula dengan bunyi 'ba....'.,Sebut: bahu.
EX_C_BODY_M,comprehension,Kefahaman - Badan Sederhana,Padankan perkataan dengan gambar,anggota_badan,medium,Q_C_BODY_M_004,word_to_pic,audio,Bahagian badan di bawah dada.,images/perut.png,images/bahu.png,images/leher.png,images/tangan.png,images/perut.png,Gambarnya menunjukkan perut seseorang dari sisi.,Perkataan ini bunyinya hampir seperti 'surut',p _ _ _ _,p-e-r-u-t,Dia sakit _____ selepas makan banyak.,Perkataan ini bermula dengan bunyi 'pe...'.,Sebut: perut.
EX_C_BODY_M,comprehension,Kefahaman - Badan Sederhana,Padankan perkataan dengan gambar,anggota_badan,medium,Q_C_BODY_M_005,word_to_pic,audio,Bahagian badan di atas lengan.,images/bahu.png,images/leher.png,images/tangan.png,images/kaki.png,images/bahu.png,Gambarnya menunjukkan bahu seseorang dari sisi.,Perkataan ini bunyinya hampir seperti 'mahu',b _ _ _,b-a-h-u,Dia menahan beg di _____nya.,Perkataan ini bermula dengan bunyi 'ba...'.,Sebut: bahu.
EX_C_BODY_H,comprehension,Kefahaman - Badan Sukar,Padankan perkataan dengan gambar,anggota_badan,hard,Q_C_BODY_H_001,word_to_pic,audio,Organ dalaman yang mengepam darah ke seluruh badan.,images/jantung.png,images/paru.png,images/hati.png,images/perut.png,images/jantung.png,Gambarnya menunjukkan ilustrasi jantung manusia.,Perkataan ini bunyinya hampir seperti 'kantung',j _ _ _ _ _,j-a-n-t-u-n-g,Doktor memeriksa _____ pesakit.,Perkataan ini bermula dengan bunyi 'ja...'.,Sebut: jantung.
EX_C_BODY_H,comprehension,Kefahaman - Badan Sukar,Padankan perkataan dengan gambar,anggota_badan,hard,Q_C_BODY_H_002,word_to_pic,audio,Organ dalaman untuk bernafas dan menukar oksigen.,images/paru.png,images/jantung.png,images/hati.png,images/perut.png,images/paru.png,Gambarnya menunjukkan ilustrasi paru-paru manusia.,Perkataan ini bunyinya hampir seperti 'baru-baru',p _ _ _ - p _ _ _,p-a-r-u - p-a-r-u,Dia mengalami masalah _____.,Perkataan ini bermula dengan bunyi 'pa..'.,Sebut: paru-paru.
EX_C_BODY_H,comprehension,Kefahaman - Badan Sukar,Padankan perkataan dengan gambar,anggota_badan,hard,Q_C_BODY_H_003,word_to_pic,audio,Organ dalaman yang menghasilkan empedu dan memproses nutrien.,images/hati.png,images/jantung.png,images/paru.png,images/perut.png,images/hati.png,Gambarnya menunjukkan ilustrasi hati manusia.,Perkataan ini bunyinya hampir seperti 'jati',h _ _ _,h-a-t-i,Doktor memeriksa _____nya kerana sakit kuning.,Perkataan ini bermula dengan bunyi 'ha...'.,Sebut: hati.
EX_C_BODY_H,comprehension,Kefahaman - Badan Sukar,Padankan perkataan dengan gambar,anggota_badan,hard,Q_C_BODY_H_004,word_to_pic,audio,Organ dalaman yang mengawal pemikiran dan pergerakan badan.,images/otak.png,images/jantung.png,images/hati.png,images/paru.png,images/otak.png,Gambarnya menunjukkan ilustrasi otak manusia.,Perkataan ini bunyinya hampir seperti 'kotak',o _ _ _,o-t-a-k,Pelajar menggunakan _____ untuk belajar matematik.,Perkataan ini bermula dengan bunyi 'ot...'.,Sebut: otak.
EX_C_BODY_H,comprehension,Kefahaman - Badan Sukar,Padankan perkataan dengan gambar,anggota_badan,hard,Q_C_BODY_H_005,word_to_pic,audio,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,images/perut.png,images/otak.png,images/hati.png,images/jantung.png,images/perut.png,Gambarnya menunjukkan ilustrasi perut manusia.,Perkataan ini bunyinya hampir seperti 'surut',p _ _ _ _,p-e-r-u-t,Doktor memeriksa _____ pesakit kerana sakit perut.,Perkataan ini bermula dengan bunyi 'pe...'.,Sebut: perut.
