question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T02:32:57.080000,11420.08,2024-03-03T00:11:30,2024-08-13T02:32:57.080000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T02:32:55,2024-08-13T02:32:57.080000,2.08,susu,images/air.png,0,0,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-08-13T02:32:58.883869
Q_KK_M_003,EX_W_KK_M_003,Menulis - Kata Kerja Sederhana,2024-09-16T18:28:03,2024-09-16T21:38:44.330000,11441.33,2024-03-01T17:22:00,2024-09-16T21:38:44.330000,writing,verbs,membaca,images/membaca.png,medium,pic_to_word,2024-09-16T21:38:33,2024-09-16T21:38:44.330000,11.33,duduk,membaca,0,0,1,sentence_completion,1,4,33.71,1,SESS_USER_047_004,USER_047,1,web,2024-09-16T21:38:44.882346
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T14:37:32.060000,11455.06,2024-03-03T00:11:30,2024-01-13T14:37:32.060000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T14:37:27,2024-01-13T14:37:32.060000,5.06,images/mata.png,images/mata.png,1,1,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-01-13T14:37:33.573522
Q_KK_H_005,EX_W_KK_H_005,Menulis - Kata Kerja Sukar,2024-10-20T13:01:07,2024-10-20T16:12:19.670000,11472.67,2024-06-14T22:51:00,2024-10-20T16:12:19.670000,writing,verbs,memasak,images/memasak.png,hard,pic_to_word,2024-10-20T16:12:10,2024-10-20T16:12:19.670000,9.67,memasak,memasak,1,1,1,spelling,3,5,52.46,1,SESS_USER_010_002,USER_010,5,mobile,2024-10-20T16:12:20.783593
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T01:16:59.720000,11484.72,2024-05-30T20:32:30,2024-02-05T01:16:59.720000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T01:16:52,2024-02-05T01:16:59.720000,7.72,images/hidung.png,images/hidung.png,1,1,0,,0,0,,0,SESS_USER_008_001,USER_008,5,web,2024-02-05T01:17:01.490924
Q_FOOD_E_005,EX_W_FOOD_E_005,Menulis - Makanan Mudah,2024-03-14T16:30:07,2024-03-14T19:41:46.220000,11499.22,2024-05-21T20:32:00,2024-03-14T19:41:46.220000,writing,food,ayam,images/ayam_goreng.png,easy,pic_to_word,2024-03-14T19:41:41,2024-03-14T19:41:46.220000,5.22,ayam,ayam,1,1,0,,0,0,,0,SESS_USER_031_003,USER_031,3,mobile,2024-03-14T19:41:46.386138
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T02:34:35.620000,11518.62,2024-05-13T20:04:30,2024-08-13T02:34:35.620000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T02:34:26,2024-08-13T02:34:35.620000,9.62,images/air.png,images/air.png,1,1,0,,0,0,,0,SESS_USER_004_001,USER_004,2,mobile,2024-08-13T02:34:36.450911
Q_KK_H_001,EX_W_KK_H_001,Menulis - Kata Kerja Sukar,2024-05-15T14:32:10,2024-05-15T17:44:18.580000,11528.58,2024-12-11T17:48:00,2024-05-15T17:44:18.580000,writing,verbs,berbual,images/berbual.png,hard,pic_to_word,2024-05-15T17:44:11,2024-05-15T17:44:18.580000,7.58,berbual,berbual,1,1,0,,0,0,,0,SESS_USER_045_002,USER_045,4,mobile,2024-05-15T17:44:20.309530
Q_C_BODY_M_004,EX_C_BODY_M_004,Kefahaman - Badan Sederhana,2024-09-16T17:13:32,2024-09-16T20:26:01.040000,11549.04,2024-01-11T18:08:30,2024-09-16T20:26:01.040000,comprehension,body_parts,images/perut.png,Bahagian badan di bawah dada.,medium,word_to_pic,2024-09-16T20:25:48,2024-09-16T20:26:01.040000,13.04,images/perut.png,images/perut.png,1,1,0,,0,0,,0,SESS_USER_026_001,USER_026,5,mobile,2024-09-16T20:26:01.705104
Q_FOOD_H_004,EX_W_FOOD_H_004,Menulis - Makanan Sukar,2024-03-23T19:38:08,2024-03-23T22:51:37.380000,11609.38,2024-09-21T21:32:00,2024-03-23T22:51:37.380000,writing,food,teh tarik,images/teh_tarik.png,hard,pic_to_word,2024-03-23T22:50:41,2024-03-23T22:51:37.380000,56.38,mee,teh tarik,0,0,0,,0,0,,0,SESS_USER_029_001,USER_029,2,web,2024-03-23T22:51:38.979703
Q_C_BODY_H_003,EX_C_BODY_H_003,Kefahaman - Badan Sukar,2024-01-08T10:04:33,2024-01-08T13:17:26.450000,11573.45,2024-05-21T20:34:30,2024-01-08T13:17:26.450000,comprehension,body_parts,images/hati.png,Organ dalaman yang menghasilkan empedu dan memproses nutrien.,hard,word_to_pic,2024-01-08T13:17:21,2024-01-08T13:17:26.450000,5.45,images/hati.png,images/hati.png,1,1,0,,0,0,,0,SESS_USER_031_003,USER_031,3,mobile,2024-01-08T13:17:28.215846
Q_BADAN_E_003,EX_W_BADAN_E_003,Menulis - Anggota Badan Mudah,2024-05-26T15:05:03,2024-05-26T18:18:16.740000,11593.74,2024-11-12T15:09:00,2024-05-26T18:18:16.740000,writing,body_parts,mata,images/mata.png,easy,pic_to_word,2024-05-26T18:18:07,2024-05-26T18:18:16.740000,9.74,mata,mata,1,1,0,,0,0,,0,SESS_USER_011_001,USER_011,4,web,2024-05-26T18:18:18.225540
Q_C_BODY_M_003,EX_C_BODY_M_003,Kefahaman - Badan Sederhana,2024-11-24T18:22:38,2024-11-24T21:36:18.740000,11620.74,2024-03-03T00:11:30,2024-11-24T21:36:18.740000,comprehension,body_parts,images/bahu.png,Bahagian atas badan tempat lengan bersambung.,medium,word_to_pic,2024-11-24T21:35:53,2024-11-24T21:36:18.740000,25.74,images/bahu.png,images/bahu.png,1,1,1,phonemic,2,5,39.66,1,SESS_USER_021_001,USER_021,2,mobile,2024-11-24T21:36:19.601258
Q_KK_M_001,EX_W_KK_M_001,Menulis - Kata Kerja Sederhana,2024-02-04T22:47:04,2024-02-05T02:00:57.380000,11633.38,2024-03-03T02:01:00,2024-02-05T02:00:57.380000,writing,verbs,berjalan,images/berjalan.png,medium,pic_to_word,2024-02-05T02:00:35,2024-02-05T02:00:57.380000,22.38,berjalan,berjalan,1,1,1,phonemic,7,5,50.68,7,SESS_USER_021_001,USER_021,2,mobile,2024-02-05T02:00:59.089225
Q_C_ANI_E_004,EX_C_ANI_E_004,Kefahaman - Haiwan Mudah,2024-05-26T15:11:40,2024-05-26T18:25:32.250000,11632.25,2024-03-03T02:01:30,2024-05-26T18:25:32.250000,comprehension,animals,images/ayam.png,Haiwan ini berkokok dan bertelur.,easy,word_to_pic,2024-05-26T18:25:26,2024-05-26T18:25:32.250000,6.25,images/ayam.png,images/ayam.png,1,1,0,,0,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-05-26T18:25:33.656187
Q_FOOD_H_002,EX_W_FOOD_H_002,Menulis - Makanan Sukar,2024-09-17T15:14:01,2024-09-17T18:28:45.800000,11684.8,2024-08-13T04:24:00,2024-09-17T18:28:45.800000,writing,food,mee goreng,images/mee_goreng.png,hard,pic_to_word,2024-09-17T18:28:01,2024-09-17T18:28:45.800000,44.8,mee goreng,mee goreng,1,1,1,spelling,7,5,53.64,2,SESS_USER_019_001,USER_019,1,mobile,2024-09-17T18:28:47.701408
Q_C_ANI_E_001,EX_C_ANI_E_001,Kefahaman - Haiwan Mudah,2024-12-17T23:34:32,2024-12-18T02:49:00.290000,11668.29,2024-06-13T23:37:30,2024-12-18T02:49:00.290000,comprehension,animals,images/kucing.png,Haiwan ini mengeong dan suka bermain.,easy,word_to_pic,2024-12-18T02:48:51,2024-12-18T02:49:00.290000,9.29,images/kucing.png,images/kucing.png,1,1,1,rhyming,1,3,27.06,1,SESS_USER_006_001,USER_006,2,mobile,2024-12-18T02:49:00.884300
Q_KK_E_005,EX_W_KK_E_005,Menulis - Kata Kerja Mudah,2024-01-13T11:35:02,2024-01-13T14:49:38.770000,11676.77,2024-01-27T23:48:00,2024-01-13T14:49:38.770000,writing,verbs,berdiri,images/berdiri.png,easy,pic_to_word,2024-01-13T14:49:36,2024-01-13T14:49:38.770000,2.77,berdiri,berdiri,1,1,0,,0,0,,0,SESS_USER_024_002,USER_024,2,web,2024-01-13T14:49:39.696802
Q_C_FOOD_E_002,EX_C_FOOD_E_002,Kefahaman - Makanan Mudah,2024-05-26T15:01:40,2024-05-26T18:16:47.960000,11707.96,2024-04-30T20:36:30,2024-05-26T18:16:47.960000,comprehension,food,images/roti.png,Makanan yang biasa dimakan semasa sarapan.,easy,word_to_pic,2024-05-26T18:16:30,2024-05-26T18:16:47.960000,17.96,images/roti.png,images/roti.png,1,1,1,modeling,7,3,48.02,3,SESS_USER_044_001,USER_044,1,mobile,2024-05-26T18:16:48.998919
Q_FOOD_H_002,EX_W_FOOD_H_002,Menulis - Makanan Sukar,2024-09-17T15:14:01,2024-09-17T18:29:22.790000,11721.79,2024-03-16T15:11:00,2024-09-17T18:29:22.790000,writing,food,mee goreng,images/mee_goreng.png,hard,pic_to_word,2024-09-17T18:29:06,2024-09-17T18:29:22.790000,16.79,mee goreng,mee goreng,1,1,0,,0,0,,0,SESS_USER_014_002,USER_014,1,web,2024-09-17T18:29:23.249790
Q_C_BODY_E_001,EX_C_BODY_E_001,Kefahaman - Badan Mudah,2024-09-17T15:25:36,2024-09-17T18:41:00.700000,11724.7,2024-05-14T18:09:30,2024-09-17T18:41:00.700000,comprehension,body_parts,images/tangan.png,Anggota badan yang digunakan untuk memegang atau menulis.,easy,word_to_pic,2024-09-17T18:40:55,2024-09-17T18:41:00.700000,5.7,images/tangan.png,images/tangan.png,1,1,0,,0,0,,0,SESS_USER_010_003,USER_010,5,mobile,2024-09-17T18:41:02.100107
Q_BADAN_M_005,EX_W_BADAN_M_005,Menulis - Anggota Badan Sederhana,2024-05-13T14:43:03,2024-05-13T17:58:42.080000,11739.08,2024-10-20T17:10:00,2024-05-13T17:58:42.080000,writing,body_parts,jari,images/jari.png,medium,pic_to_word,2024-05-13T17:58:36,2024-05-13T17:58:42.080000,6.08,images/perut.png,jari,0,0,0,,0,0,,0,SESS_USER_001_001,USER_001,1,web,2024-05-13T17:58:43.485020
Q_C_BODY_E_001,EX_C_BODY_E_001,Kefahaman - Badan Mudah,2024-09-17T15:25:36,2024-09-17T18:41:33.400000,11757.4,2024-02-10T03:51:30,2024-09-17T18:41:33.400000,comprehension,body_parts,images/tangan.png,Anggota badan yang digunakan untuk memegang atau menulis.,easy,word_to_pic,2024-09-17T18:41:24,2024-09-17T18:41:33.400000,9.4,images/tangan.png,images/tangan.png,1,1,1,functional,1,6,23.31,1,SESS_USER_028_002,USER_028,1,mobile,2024-09-17T18:41:35.225630
Q_KK_E_001,EX_W_KK_E_001,Menulis - Kata Kerja Mudah,2024-05-26T15:44:05,2024-05-26T19:00:27.020000,11782.02,2024-10-20T17:10:00,2024-05-26T19:00:27.020000,writing,verbs,makan,images/makan.png,easy,pic_to_word,2024-05-26T19:00:08,2024-05-26T19:00:27.020000,19.02,makan,makan,1,1,0,,0,0,,0,SESS_USER_001_001,USER_001,1,web,2024-05-26T19:00:28.395398
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T14:43:07.580000,11790.58,2024-04-01T18:42:30,2024-01-13T14:43:07.580000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T14:42:55,2024-01-13T14:43:07.580000,12.58,pergelangan,images/mata.png,0,0,0,,0,0,,0,SESS_USER_036_002,USER_036,1,mobile,2024-01-13T14:43:07.930647
Q_FOOD_H_005,EX_W_FOOD_H_005,Menulis - Makanan Sukar,2024-06-06T11:05:03,2024-06-06T14:22:01.720000,11818.72,2024-02-10T03:53:00,2024-06-06T14:22:01.720000,writing,food,kuih lapis,images/kuih_lapis.png,hard,pic_to_word,2024-06-06T14:21:38,2024-06-06T14:22:01.720000,23.72,kuih lapis,kuih lapis,1,1,1,rhyming,4,5,52.94,3,SESS_USER_028_002,USER_028,1,web,2024-06-06T14:22:02.505125
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-06T14:34:31.050000,11811.05,2024-02-27T23:44:30,2024-06-06T14:34:31.050000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-06T14:34:27,2024-06-06T14:34:31.050000,4.05,images/tidur.png,images/tidur.png,1,1,0,,0,0,,0,SESS_USER_017_003,USER_017,5,web,2024-06-06T14:34:31.977973
Q_FOOD_M_005,EX_W_FOOD_M_005,Menulis - Makanan Sederhana,2024-09-17T16:20:07,2024-09-17T19:37:34.100000,11847.1,2024-10-03T13:55:00,2024-09-17T19:37:34.100000,writing,food,bubur,images/bubur.png,medium,pic_to_word,2024-09-17T19:37:12,2024-09-17T19:37:34.100000,22.1,bubur,bubur,1,1,0,,0,0,,0,SESS_USER_048_001,USER_048,4,web,2024-09-17T19:37:35.409639
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T14:44:14.340000,11857.34,2024-01-13T21:47:30,2024-01-13T14:44:14.340000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T14:43:52,2024-01-13T14:44:14.340000,22.34,images/mata.png,images/mata.png,1,1,1,written_initial,2,5,43.83,2,SESS_USER_013_002,USER_013,1,mobile,2024-01-13T14:44:16.330883
Q_KK_M_001,EX_W_KK_M_001,Menulis - Kata Kerja Sederhana,2024-02-04T22:47:04,2024-02-05T02:04:45.090000,11861.09,2024-09-21T21:32:00,2024-02-05T02:04:45.090000,writing,verbs,berjalan,images/berjalan.png,medium,pic_to_word,2024-02-05T02:04:37,2024-02-05T02:04:45.090000,8.09,berdiri,berjalan,0,0,0,,0,0,,0,SESS_USER_029_001,USER_029,2,mobile,2024-02-05T02:04:45.403733
Q_C_ANI_E_005,EX_C_ANI_E_005,Kefahaman - Haiwan Mudah,2024-05-15T08:19:39,2024-05-15T11:37:35.560000,11876.56,2024-06-13T23:37:30,2024-05-15T11:37:35.560000,comprehension,animals,images/burung.png,Haiwan ini terbang dan berkicau.,easy,word_to_pic,2024-05-15T11:37:28,2024-05-15T11:37:35.560000,7.56,kucing,images/burung.png,0,0,1,phonemic,5,3,50.24,5,SESS_USER_006_001,USER_006,2,mobile,2024-05-15T11:37:36.063553
Q_KK_M_002,EX_W_KK_M_002,Menulis - Kata Kerja Sederhana,2024-05-04T20:34:06,2024-05-04T23:52:30.510000,11904.51,2024-02-21T15:30:00,2024-05-04T23:52:30.510000,writing,verbs,menulis,images/menulis.png,medium,pic_to_word,2024-05-04T23:52:09,2024-05-04T23:52:30.510000,21.51,menulis,menulis,1,1,0,,0,0,,0,SESS_USER_037_001,USER_037,1,mobile,2024-05-04T23:52:31.896126
Q_C_FOOD_E_002,EX_C_FOOD_E_002,Kefahaman - Makanan Mudah,2024-05-26T15:01:40,2024-05-26T18:20:12.900000,11912.9,2024-08-13T05:20:30,2024-05-26T18:20:12.900000,comprehension,food,images/roti.png,Makanan yang biasa dimakan semasa sarapan.,easy,word_to_pic,2024-05-26T18:19:59,2024-05-26T18:20:12.900000,13.9,images/roti.png,images/roti.png,1,1,0,,0,0,,0,SESS_USER_019_001,USER_019,1,web,2024-05-26T18:20:14.765382
Q_ANI_H_005,EX_W_ANI_H_005,Menulis - Haiwan Sukar,2024-04-30T17:31:09,2024-04-30T20:50:05.320000,11936.32,2024-03-03T02:11:00,2024-04-30T20:50:05.320000,writing,animals,rusa,images/rusa.png,hard,pic_to_word,2024-04-30T20:49:39,2024-04-30T20:50:05.320000,26.32,anjing,rusa,0,0,1,phonemic,4,3,29.97,3,SESS_USER_021_001,USER_021,2,mobile,2024-04-30T20:50:06.045911
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-02T23:28:39.490000,11949.49,2024-09-21T21:44:30,2024-03-02T23:28:39.490000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-02T23:28:19,2024-03-02T23:28:39.490000,20.49,images/perut.png,images/bahu.png,0,0,0,,0,0,,0,SESS_USER_029_001,USER_029,2,mobile,2024-03-02T23:28:39.835708
Q_ANI_E_001,EX_W_ANI_E_001,Menulis - Haiwan Mudah,2024-09-17T15:05:00,2024-09-17T18:24:06.770000,11946.77,2024-02-20T13:50:00,2024-09-17T18:24:06.770000,writing,animals,kucing,images/kucing.png,easy,pic_to_word,2024-09-17T18:24:04,2024-09-17T18:24:06.770000,2.77,kucing,kucing,1,1,0,,0,0,,0,SESS_USER_042_001,USER_042,5,mobile,2024-09-17T18:24:08.678610
Q_C_FOOD_E_002,EX_C_FOOD_E_002,Kefahaman - Makanan Mudah,2024-05-26T15:01:40,2024-05-26T18:21:03.140000,11963.14,2024-01-11T18:08:30,2024-05-26T18:21:03.140000,comprehension,food,images/roti.png,Makanan yang biasa dimakan semasa sarapan.,easy,word_to_pic,2024-05-26T18:20:56,2024-05-26T18:21:03.140000,7.14,images/roti.png,images/roti.png,1,1,1,spelling,1,4,6.13,1,SESS_USER_026_001,USER_026,5,web,2024-05-26T18:21:03.978156
Q_BADAN_M_004,EX_W_BADAN_M_004,Menulis - Anggota Badan Sederhana,2024-05-15T14:33:04,2024-05-15T17:52:50.580000,11986.58,2024-02-20T13:50:00,2024-05-15T17:52:50.580000,writing,body_parts,bahu,images/bahu.png,medium,pic_to_word,2024-05-15T17:52:37,2024-05-15T17:52:50.580000,13.58,bahu,bahu,1,1,0,,0,0,,0,SESS_USER_042_001,USER_042,5,mobile,2024-05-15T17:52:52.202091
Q_C_BODY_H_004,EX_C_BODY_H_004,Kefahaman - Badan Sukar,2024-07-16T14:38:37,2024-07-16T17:58:39,12002.0,2024-04-23T18:13:30,2024-07-16T17:58:39,comprehension,body_parts,images/otak.png,Organ dalaman yang mengawal pemikiran dan pergerakan badan.,hard,word_to_pic,2024-07-16T17:58:22,2024-07-16T17:58:39,17.0,images/otak.png,images/otak.png,1,1,0,,0,0,,0,SESS_USER_020_003,USER_020,5,mobile,2024-07-16T17:58:40.680900
Q_FOOD_H_002,EX_W_FOOD_H_002,Menulis - Makanan Sukar,2024-09-17T15:14:01,2024-09-17T18:34:14.660000,12013.66,2024-02-24T20:34:00,2024-09-17T18:34:14.660000,writing,food,mee goreng,images/mee_goreng.png,hard,pic_to_word,2024-09-17T18:34:03,2024-09-17T18:34:14.660000,11.66,mee goreng,mee goreng,1,1,1,sentence_completion,4,6,9.96,4,SESS_USER_032_001,USER_032,3,web,2024-09-17T18:34:15.926349
Q_C_BODY_E_005,EX_C_BODY_E_005,Kefahaman - Badan Mudah,2024-09-16T13:29:30,2024-09-16T16:49:58.850000,12028.85,2024-02-10T04:00:30,2024-09-16T16:49:58.850000,comprehension,body_parts,images/mulut.png,Anggota badan untuk makan dan bercakap.,easy,word_to_pic,2024-09-16T16:49:50,2024-09-16T16:49:58.850000,8.85,images/bahu.png,images/mulut.png,0,0,0,,0,0,,0,SESS_USER_028_002,USER_028,1,web,2024-09-16T16:49:59.376037
Q_KK_E_002,EX_W_KK_E_002,Menulis - Kata Kerja Mudah,2024-05-13T16:51:06,2024-05-13T20:11:50.870000,12044.87,2024-02-24T20:34:00,2024-05-13T20:11:50.870000,writing,verbs,minum,images/minum.png,easy,pic_to_word,2024-05-13T20:11:39,2024-05-13T20:11:50.870000,11.87,minum,minum,1,1,0,,0,0,,0,SESS_USER_032_001,USER_032,3,web,2024-05-13T20:11:51.800975
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-26T19:36:31.330000,12058.33,2024-04-23T18:13:30,2024-05-26T19:36:31.330000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-26T19:36:22,2024-05-26T19:36:31.330000,9.33,roti,images/susu.png,0,0,1,modeling,2,4,33.77,2,SESS_USER_020_003,USER_020,5,mobile,2024-05-26T19:36:31.575412
Q_BADAN_E_005,EX_W_BADAN_E_005,Menulis - Anggota Badan Mudah,2024-04-30T14:14:09,2024-04-30T17:35:38.210000,12089.21,2024-09-16T20:37:00,2024-04-30T17:35:38.210000,writing,body_parts,telinga,images/telinga.png,easy,pic_to_word,2024-04-30T17:35:13,2024-04-30T17:35:38.210000,25.21,telinga,telinga,1,1,1,sentence_completion,7,2,18.94,3,SESS_USER_033_001,USER_033,2,web,2024-04-30T17:35:38.465362
Q_C_BODY_M_002,EX_C_BODY_M_002,Kefahaman - Badan Sederhana,2024-03-24T13:16:33,2024-03-24T16:38:02.060000,12089.06,2024-05-30T20:32:30,2024-03-24T16:38:02.060000,comprehension,body_parts,images/leher.png,Bahagian badan yang menghubungkan kepala dan badan.,medium,word_to_pic,2024-03-24T16:37:50,2024-03-24T16:38:02.060000,12.06,images/bahu.png,images/leher.png,0,0,1,modeling,4,8,7.49,4,SESS_USER_008_001,USER_008,5,mobile,2024-03-24T16:38:02.756498
Q_BADAN_E_002,EX_W_BADAN_E_002,Menulis - Anggota Badan Mudah,2024-01-11T15:19:09,2024-01-11T18:40:46.310000,12097.31,2024-10-26T05:25:00,2024-01-11T18:40:46.310000,writing,body_parts,kaki,images/kaki.png,easy,pic_to_word,2024-01-11T18:40:40,2024-01-11T18:40:46.310000,6.31,kaki,kaki,1,1,0,,0,0,,0,SESS_USER_043_002,USER_043,3,web,2024-01-11T18:40:46.811030
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-13T14:48:31.100000,12114.1,2024-03-15T17:17:30,2024-01-13T14:48:31.100000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-13T14:48:22,2024-01-13T14:48:31.100000,9.1,images/mata.png,images/mata.png,1,1,0,,0,0,,0,SESS_USER_039_002,USER_039,1,web,2024-01-13T14:48:31.211109
Q_ANI_E_002,EX_W_ANI_E_002,Menulis - Haiwan Mudah,2024-01-13T11:24:04,2024-01-13T14:46:15.840000,12131.84,2024-11-12T15:09:00,2024-01-13T14:46:15.840000,writing,animals,anjing,images/anjing.png,easy,pic_to_word,2024-01-13T14:46:09,2024-01-13T14:46:15.840000,6.84,anjing,anjing,1,1,0,,0,0,,0,SESS_USER_011_001,USER_011,4,web,2024-01-13T14:46:17.775027
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T02:53:06.720000,12153.72,2024-02-24T21:07:30,2024-08-13T02:53:06.720000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T02:52:53,2024-08-13T02:53:06.720000,13.72,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_032_001,USER_032,3,web,2024-08-13T02:53:08.100226
Q_ANI_E_004,EX_W_ANI_E_004,Menulis - Haiwan Mudah,2024-06-03T10:28:07,2024-06-03T13:50:48.710000,12161.71,2024-01-11T19:55:00,2024-06-03T13:50:48.710000,writing,animals,ayam,images/ayam.png,easy,pic_to_word,2024-06-03T13:50:37,2024-06-03T13:50:48.710000,11.71,ayam,ayam,1,1,1,rhyming,1,2,49.88,1,SESS_USER_026_001,USER_026,5,web,2024-06-03T13:50:49.207536
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-26T19:38:29.330000,12176.33,2024-02-20T15:10:30,2024-05-26T19:38:29.330000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-26T19:38:22,2024-05-26T19:38:29.330000,7.33,bubur,images/susu.png,0,0,0,,0,0,,0,SESS_USER_042_001,USER_042,5,mobile,2024-05-26T19:38:29.792737
Q_FOOD_E_003,EX_W_FOOD_E_003,Menulis - Makanan Mudah,2024-05-30T14:11:07,2024-05-30T17:34:46.720000,12219.72,2024-05-14T18:25:00,2024-05-30T17:34:46.720000,writing,food,susu,images/susu.png,easy,pic_to_word,2024-05-30T17:34:10,2024-05-30T17:34:46.720000,36.72,susu,susu,1,1,1,rhyming,6,4,43.64,4,SESS_USER_010_003,USER_010,5,mobile,2024-05-30T17:34:46.857293
Q_C_ANI_E_001,EX_C_ANI_E_001,Kefahaman - Haiwan Mudah,2024-12-17T23:34:32,2024-12-18T02:57:57.230000,12205.23,2024-05-15T19:43:30,2024-12-18T02:57:57.230000,comprehension,animals,images/kucing.png,Haiwan ini mengeong dan suka bermain.,easy,word_to_pic,2024-12-18T02:57:47,2024-12-18T02:57:57.230000,10.23,ayam,images/kucing.png,0,0,0,,0,0,,0,SESS_USER_016_001,USER_016,2,web,2024-12-18T02:57:57.964315
Q_KK_M_002,EX_W_KK_M_002,Menulis - Kata Kerja Sederhana,2024-05-04T20:34:06,2024-05-04T23:58:09.740000,12243.74,2024-06-04T00:38:00,2024-05-04T23:58:09.740000,writing,verbs,menulis,images/menulis.png,medium,pic_to_word,2024-05-04T23:57:39,2024-05-04T23:58:09.740000,30.74,menulis,menulis,1,0,1,sentence_completion,5,4,45.21,3,SESS_USER_046_001,USER_046,5,web,2024-05-04T23:58:10.763592
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-06T14:41:31.780000,12231.78,2024-07-06T17:28:30,2024-06-06T14:41:31.780000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-06T14:41:26,2024-06-06T14:41:31.780000,5.78,images/minum.png,images/tidur.png,0,0,0,,0,0,,0,SESS_USER_040_003,USER_040,3,web,2024-06-06T14:41:33.237152
Q_ANI_E_002,EX_W_ANI_E_002,Menulis - Haiwan Mudah,2024-01-13T11:24:04,2024-01-13T14:48:35.120000,12271.12,2024-02-21T15:30:00,2024-01-13T14:48:35.120000,writing,animals,anjing,images/anjing.png,easy,pic_to_word,2024-01-13T14:48:07,2024-01-13T14:48:35.120000,28.12,belalang,anjing,0,0,1,spelling,4,1,11.43,3,SESS_USER_037_001,USER_037,1,web,2024-01-13T14:48:35.259533
Q_C_BODY_E_005,EX_C_BODY_E_005,Kefahaman - Badan Mudah,2024-09-16T13:29:30,2024-09-16T16:54:34.970000,12304.97,2024-05-21T20:34:30,2024-09-16T16:54:34.970000,comprehension,body_parts,images/mulut.png,Anggota badan untuk makan dan bercakap.,easy,word_to_pic,2024-09-16T16:53:50,2024-09-16T16:54:34.970000,44.97,images/mulut.png,images/mulut.png,1,1,1,phonemic,3,8,55.7,3,SESS_USER_031_003,USER_031,3,web,2024-09-16T16:54:35.960088
